156493	3288600	1
156493	3288596	2
156493	8182166	3
156493	1960255	4
156493	2612492	5
156493	3288598	6
156493	8393766	7
156493	8182159	8
156493	1960260	9
156493	6139386	10
156493	2411918	11
156493	6139382	12
156493	2259180	13
156493	2317807	14
156493	2949801	15
156493	3288597	16
156493	2259183	17
156493	95514	18
156493	885944	19
156493	3288601	20
156493	2259182	21
156493	2949802	22
156493	8029433	23
156493	750111	24
156493	1960257	25
156493	4940228	26
156493	2612490	27
156493	95519	28
156493	8182165	29
156493	8182161	30
156493	1277727	31
156493	5122747	32
156493	7371077	33
156493	2928707	34
156493	95515	35
156493	1960261	36
156493	1277724	37
156493	1277720	38
156493	3288599	39
156493	4131138	40
156493	5530082	41
156493	1277725	42
156493	1277722	43
156493	1347266	44
156493	7663272	45
156493	1277723	46
156493	1277726	47
156493	8273018	48
156493	6343406	49
156493	8182160	50
156493	8273017	51
156493	7371079	52
156493	5022725	53
156493	1277721	54
156493	6524746	55
156493	4940229	56
156493	349638	57
156493	8273019	58
156493	2598786	59
156493	7371078	60
156493	2928704	61
156493	349637	62
156493	6464089	63
156493	627307	64
156493	8245444	65
156493	2317800	66
156493	349639	67
156493	349643	68
156493	1101607	69
156493	2259179	70
156493	2928702	71
156493	1347264	72
156493	2141931	73
156493	2616513	74
156493	2928700	75
156493	994488	76
156493	2616515	77
156493	1172287	78
156493	6524745	79
156493	278176	80
156493	8803136	81
156493	2612491	82
156493	8811146	83
156493	6524741	84
156493	4527706	85
156493	8463133	86
156493	1171598	87
156493	5059020	88
156493	7976153	89
156493	2317802	90
156493	5549994	91
156493	6859031	92
156493	4369922	93
156493	316872	94
156493	3288595	95
156493	8273014	96
156493	5406908	97
156493	6267258	98
156493	8820533	99
156493	2928705	100
156493	4542584	101
156493	5009743	102
156493	1172285	103
156493	2940588	104
156493	349644	105
156493	6139383	106
156493	1960259	107
156493	2154542	108
156493	3024301	109
156493	1341656	110
156493	2378077	111
156493	3288603	112
156493	8266017	113
156493	95521	114
156493	3603922	115
156493	6775071	116
156493	8273013	117
156493	1172281	118
156493	2141934	119
156493	6859022	120
156493	6357270	121
156493	278173	122
156493	3827672	123
156493	8245439	124
156493	2598787	125
156493	911794	126
156493	59098	127
156493	5761277	128
156493	2940589	129
156493	6983817	130
156493	7663271	131
156493	8182158	132
156493	5346660	133
156493	1171595	134
156493	3985474	135
156493	8725860	136
156493	5479187	137
156493	2141939	138
156493	5613025	139
156493	7371081	140
156493	2717163	141
156493	2940585	142
156493	2123395	143
156493	7085960	144
156493	4583221	145
156493	2141936	146
156493	2378080	147
156493	8266015	148
156493	95512	149
156493	4006652	150
156493	6983822	151
156493	5452370	152
156493	5122743	153
156493	1237364	154
156493	4623710	155
156493	8298172	156
156493	2411919	157
156493	4588172	158
156493	2141938	159
156493	8182162	160
156493	349641	161
156493	6524739	162
156493	8463134	163
156493	662448	164
156493	8820527	165
156493	2612493	166
156493	95518	167
156493	994482	168
156493	1960258	169
156493	2141932	170
156493	2141933	171
156493	5022724	172
156493	8273011	173
156493	5437919	174
156493	7063367	175
156493	5433708	176
156493	1237363	177
156493	5877552	178
156493	4006653	179
156493	5426280	180
156493	7076178	181
156493	2411914	182
156493	2403232	183
156493	4219350	184
156493	662453	185
156493	2268676	186
156493	5503786	187
156493	3349838	188
156493	7663269	189
156493	95520	190
156493	6859028	191
156493	3180514	192
156493	5524680	193
156493	8820526	194
156493	1172282	195
156493	1237368	196
156493	627304	197
